[Metadata]
Title: Kyoufuu All Back
Artist: Yukopi
Creator: Corgo
Version: Easy
Length: 136
Scroll Speed: 0.40
BPM: 135
Audio Lead In: 445
Image Path: song_folder/Kyoufuu All Back-Easy-Corgo/Kyoufuu_All_Back.webp
Audio Path: song_folder/Kyoufuu All Back-Easy-Corgo/Yukopi_-_強風オールバック_(feat.歌愛ユキ)_320k.wav

// Hit Object Ordering
// 3-key configuration (1-3), hold duration, time position,
[HitObjects]
1, 0, 499
2, 0, 499
3, 0, 499
2, 0, 833
2, 0, 944
3, 0, 1166
2, 0, 1388
1, 0, 1611
2, 0, 1833
3, 0, 2277
3, 0, 2500
2, 0, 2722
2, 0, 2944
1, 0, 3166
1, 0, 3388
2, 0, 3388
3, 0, 3388
1, 0, 3611
2, 0, 3611
3, 0, 3611
3, 0, 4055
3, 0, 4500
2, 0, 4722
1, 0, 4944
1, 0, 5166
2, 0, 5388
3, 0, 5611
3, 0, 5833
2, 0, 6055
3, 0, 6277
2, 0, 6500
3, 0, 6722
1, 0, 7166
1, 0, 7611
1, 0, 8055
2, 0, 8277
3, 0, 8500
3, 0, 8722
2, 0, 8944
3, 0, 9388
2, 0, 9611
1, 0, 9833
2, 0, 10055
1, 0, 10277
1, 0, 10500
2, 0, 10500
3, 0, 10500
1, 0, 10722
2, 0, 10722
3, 0, 10722
3, 0, 11166
2, 0, 11611
3, 0, 11500
2, 0, 11944
1, 0, 12055
1, 0, 12277
2, 0, 12500
3, 0, 12722
2, 0, 12944
2, 0, 13388
3, 0, 13277
2, 0, 13611
1, 0, 13833
2, 0, 14277
1, 0, 14722
2, 0, 14722
2, 0, 18277
3, 0, 18277
1, 0, 21833
3, 0, 21833
1, 0, 25388
3, 0, 25388
2, 0, 25388
2, 0, 28944
3, 0, 29611
2, 0, 29833
1, 0, 30500
1, 0, 30722
2, 0, 30944
2, 0, 31166
3, 0, 31388
2, 0, 31611
3, 0, 33388
2, 0, 34055
3, 0, 34277
2, 0, 34500
3, 0, 34722
2, 0, 34944
1, 0, 35166
1, 0, 36055
1, 0, 36500
2, 0, 36722
3, 0, 36944
3, 0, 37833
2, 0, 38055
1, 0, 38277
2, 0, 38500
1, 0, 38722
1, 0, 40944
3, 0, 41388
3, 0, 41611
2, 0, 41833
2, 0, 42055
1, 0, 42277
1, 0, 43166
1, 0, 43833
2, 0, 44055
3, 0, 44722
2, 0, 44944
3, 0, 45166
1, 0, 45388
2, 0, 45611
1, 0, 45833
2, 0, 47611
3, 0, 48277
2, 0, 48500
2, 0, 48722
3, 0, 48944
3, 0, 49166
2, 0, 49388
2, 0, 50277
2, 0, 50722
1, 0, 50944
2, 0, 51166
2, 0, 51833
3, 0, 52055
3, 0, 52277
2, 0, 52500
3, 0, 52722
3, 0, 52944
3, 0, 53833
2, 0, 54055
3, 0, 54277
2, 0, 54500
3, 0, 54722
3, 0, 55166
2, 0, 54944
2, 0, 55388
1, 0, 55611
1, 0, 57388
2, 0, 57833
3, 0, 58166
2, 0, 58277
3, 0, 58500
2, 0, 58722
2, 0, 57722
2, 0, 59166
2, 0, 59388
1, 0, 59611
1, 0, 59833
2, 0, 60055
3, 0, 60277
2, 0, 60277
1, 0, 60277
1, 0, 60500
2, 0, 60500
3, 0, 60500
3, 0, 60944
1, 0, 61277
2, 0, 61388
3, 0, 61611
2, 0, 61833
2, 0, 62277
1, 0, 62500
2, 0, 62722
2, 0, 62944
1, 0, 63166
2, 0, 63388
1, 0, 63611
3, 0, 64055
2, 0, 64500
2, 0, 64944
2, 0, 65166
1, 0, 65388
2, 0, 65611
2, 0, 65833
3, 0, 66277
3, 0, 66500
2, 0, 66722
3, 0, 66944
3, 0, 67166
3, 0, 67388
2, 0, 67388
1, 0, 67388
1, 0, 67611
2, 0, 67611
3, 0, 67611
3, 0, 68055
3, 0, 68388
2, 0, 68500
2, 0, 68833
1, 0, 68944
2, 0, 69166
3, 0, 69388
1, 0, 69611
3, 0, 69833
3, 0, 70166
3, 0, 70277
2, 0, 70500
1, 0, 70722
1, 0, 71611
2, 0, 71611
2, 0, 73388
3, 0, 73388
1, 0, 75166
2, 0, 75166
2, 0, 75611
3, 0, 75611
2, 0, 76055
1, 0, 76055
2, 0, 76500
3, 0, 76500
1, 0, 76944
2, 0, 76944
2, 0, 77388
3, 0, 77388
2, 0, 77833
1, 0, 77833
3, 0, 77833
3, 0, 78277
2, 0, 78277
1, 0, 78277
1, 0, 82277
2, 0, 82277
3, 0, 85833
3, 0, 86166
2, 0, 86277
2, 0, 86500
1, 0, 86722
1, 0, 86944
2, 0, 87166
3, 0, 87611
3, 0, 87833
2, 0, 88055
3, 0, 88277
3, 0, 88500
3, 0, 88722
2, 0, 88722
1, 0, 88722
1, 0, 88944
2, 0, 88944
3, 0, 88944
3, 0, 89388
2, 0, 89833
3, 0, 89722
1, 0, 90055
2, 0, 90277
1, 0, 90722
1, 0, 90944
2, 0, 91166
2, 0, 91388
1, 0, 91611
1, 0, 91833
2, 0, 92055
3, 0, 92500
3, 0, 92944
3, 0, 93388
3, 0, 93611
2, 0, 93833
2, 0, 94055
1, 0, 94277
2, 0, 94722
2, 0, 94944
3, 0, 95166
3, 0, 95388
3, 0, 95611
3, 0, 95833
2, 0, 95833
1, 0, 95833
1, 0, 96055
2, 0, 96055
3, 0, 96055
1, 0, 96500
1, 0, 96833
2, 0, 96944
2, 0, 97277
3, 0, 97388
1, 0, 97611
2, 0, 97833
3, 0, 98055
3, 0, 98277
3, 0, 98611
2, 0, 98722
2, 0, 98944
1, 0, 99166
1, 0, 99611
1, 0, 100055
1, 0, 100500
1, 0, 100833
2, 0, 100944
3, 0, 101166
3, 0, 101388
3, 0, 101833
2, 0, 102055
1, 0, 102277
3, 0, 102500
3, 0, 102722
3, 0, 102944
2, 0, 102944
1, 0, 102944
1, 0, 103166
2, 0, 103166
3, 0, 103166
2, 0, 103611
2, 0, 103944
2, 0, 104055
3, 0, 104277
2, 0, 104500
1, 0, 104944
1, 0, 105166
2, 0, 105388
3, 0, 105611
3, 0, 105833
2, 0, 106055
1, 0, 106277
3, 0, 106722
3, 0, 107166
3, 0, 107611
2, 0, 107833
1, 0, 108055
3, 0, 108277
1, 0, 108500
1, 0, 108944
1, 0, 109166
2, 0, 109388
2, 0, 109611
3, 0, 109833
3, 0, 110055
2, 0, 110055
1, 0, 110055
1, 0, 110277
2, 0, 110277
3, 0, 110277
3, 0, 110722
3, 0, 111055
2, 0, 111166
2, 0, 111500
1, 0, 111611
1, 0, 111833
2, 0, 112055
3, 0, 112277
3, 0, 112500
3, 0, 112833
2, 0, 112944
3, 0, 113166
1, 0, 113388
2, 0, 114277
1, 0, 114277
2, 0, 114611
1, 0, 114611
1, 0, 114722
2, 0, 114722
2, 0, 115055
1, 0, 115055
1, 0, 115166
2, 0, 115166
2, 0, 115388
3, 0, 115611
3, 0, 115833
2, 0, 116055
2, 0, 116388
3, 0, 116500
3, 0, 116722
2, 0, 116944
1, 0, 117833
2, 0, 117833
2, 0, 121388
3, 0, 121388
1, 0, 124944
3, 0, 124944
1, 0, 128500
2, 0, 128500
3, 0, 128500
1, 0, 131611

// Laser Object Ordering
// start time, end time, start position, end position
[LaserObjects]
14944, 15055, 1, 3
15166, 15277, 3, 1
15277, 15611, 1, 1
